split_id,query_id,budget,candidate_universe,candidate_count,n_positives,hit,positive_recall,best_positive_rank,reciprocal_rank,top1_is_uniprot,uniprot_above_best_positive
p0_r2,MARTS_RXN_a3e15b2ae79d1153,10,canonical,1421,2,0,0.0,284,0.0035211267605633804,False,0
p0_r2,MARTS_RXN_a3e15b2ae79d1153,10,expanded,7093,2,0,0.0,1462,0.0006839945280437756,False,1178
p0_r2,MARTS_RXN_bf12f5d59166518d,10,canonical,1421,1,0,0.0,561,0.0017825311942959,False,0
p0_r2,MARTS_RXN_bf12f5d59166518d,10,expanded,7093,1,0,0.0,2232,0.00044802867383512545,False,1671
p0_r2,MARTS_RXN_d1d507ef878dbc29,10,canonical,1421,1,0,0.0,21,0.047619047619047616,False,0
p0_r2,MARTS_RXN_d1d507ef878dbc29,10,expanded,7093,1,0,0.0,39,0.02564102564102564,False,18
p0_r2,MARTS_RXN_d86b1fdbc72dc191,10,canonical,1421,1,0,0.0,1360,0.0007352941176470588,False,0
p0_r2,MARTS_RXN_d86b1fdbc72dc191,10,expanded,7093,1,0,0.0,6828,0.00014645577035735208,False,5468
p0_r2,MARTS_RXN_eec1da2d17062901,10,canonical,1421,1,0,0.0,40,0.025,False,0
p0_r2,MARTS_RXN_eec1da2d17062901,10,expanded,7093,1,0,0.0,145,0.006896551724137931,True,105
p0_r2,MARTS_RXN_029b92fe95def7ba,20,canonical,1421,1,0,0.0,1171,0.0008539709649871904,False,0
p0_r2,MARTS_RXN_029b92fe95def7ba,20,expanded,7093,1,0,0.0,6253,0.00015992323684631377,False,5082
p0_r2,MARTS_RXN_1d852b407f95b2b1,20,canonical,1421,1,0,0.0,65,0.015384615384615385,False,0
p0_r2,MARTS_RXN_1d852b407f95b2b1,20,expanded,7093,1,0,0.0,234,0.004273504273504274,False,169
p0_r2,MARTS_RXN_2e27139e482a6dfd,20,canonical,1421,1,0,0.0,70,0.014285714285714285,False,0
p0_r2,MARTS_RXN_2e27139e482a6dfd,20,expanded,7093,1,0,0.0,339,0.0029498525073746312,False,269
p0_r2,MARTS_RXN_8d2492a66172fc60,20,canonical,1421,1,0,0.0,289,0.0034602076124567475,False,0
p0_r2,MARTS_RXN_8d2492a66172fc60,20,expanded,7093,1,0,0.0,815,0.001226993865030675,False,526
